year,event,session,driver,driver_number,team,stint,compound,n_laps,stint_start_lap,stint_end_lap,tyre_age_start,tyre_age_end,pred_wear_s_per_lap,practice_wear_s_per_lap,loeo_wear_s_per_lap,field_wear_s_per_lap,live_wear_s_per_lap,actual_wear_s_per_lap,actual_wear_full_s_per_lap,wear_error,pred_plus_5_s,pred_plus_10_s,pred_plus_15_s,cliff_tyre_lap,recommended_pit_lap,actual_pit_lap,prior_source,notes
2026,Silverstone,R,ALB,23,Williams,4.0,SOFT,11,25.0,35.0,4.0,14.0,0.0,0.2072028946700047,-0.011434231363583942,-0.10330335508269593,,-0.03585117878293434,-0.03585117878293434,0.03585117878293434,0.0,0.0,0.0,,,36.0,field_lodo,no pit call from wear
2026,Silverstone,R,ALB,23,Williams,5.0,SOFT,4,37.0,40.0,5.0,8.0,0.0,0.2072028946700047,-0.011434231363583942,-0.10330335508269593,,,,,0.0,0.0,0.0,,,41.0,field_lodo,no pit call from wear
2026,Silverstone,R,ALB,23,Williams,6.0,SOFT,2,42.0,43.0,5.0,6.0,0.0,0.2072028946700047,-0.011434231363583942,-0.10330335508269593,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
2026,Silverstone,R,ALO,14,Aston Martin,1.0,MEDIUM,19,2.0,20.0,2.0,20.0,0.055267940775082305,0.6257266201412092,0.03710499921158832,0.028599744576239948,0.10860433317276703,-0.6053619199456264,-0.3132521946154189,0.6606298607207087,0.2763397038754115,0.552679407750823,0.8290191116262345,18.1,,21.0,live_field_lodo,no pit call from wear
2026,Silverstone,R,ALO,14,Aston Martin,2.0,HARD,23,22.0,45.0,2.0,25.0,0.09223544111324833,-0.009626486297381252,0.05435131488989194,0.03201458199485993,0.21267715935002515,-0.09911459277316524,0.01835180750174814,0.19135003388641358,0.46117720556624164,0.9223544111324833,1.383531616698725,10.8,,46.0,live_field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,ALO,14,Aston Martin,3.0,SOFT,2,49.0,50.0,3.0,4.0,0.0,0.2072028946700047,-0.011434231363583942,-0.03534489292043743,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
2026,Silverstone,R,ANT,12,Mercedes,1.0,MEDIUM,34,1.0,35.0,1.0,35.0,0.04819675154716772,0.6257266201412092,0.03710499921158832,0.008298298283413184,0.1279936580746768,-0.04008768186866107,0.03590002084646537,0.08828443341582878,0.24098375773583858,0.48196751547167715,0.7229512732075157,20.7,,36.0,live_field_lodo,no pit call from wear
2026,Silverstone,R,ANT,12,Mercedes,2.0,HARD,4,37.0,41.0,2.0,6.0,0.03741518015281069,-0.009626486297381252,0.05435131488989194,0.03741518015281069,,,,,0.18707590076405345,0.3741518015281069,0.5612277022921603,26.7,,42.0,field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,ANT,12,Mercedes,3.0,MEDIUM,1,43.0,43.0,8.0,8.0,0.008298298283413184,0.6257266201412092,0.03710499921158832,0.008298298283413184,,,,,0.04149149141706592,0.08298298283413184,0.12447447425119776,,,44.0,field_lodo,no pit call from wear
2026,Silverstone,R,ANT,12,Mercedes,4.0,MEDIUM,5,44.0,49.0,9.0,14.0,0.008298298283413184,0.6257266201412092,0.03710499921158832,0.008298298283413184,,,,,0.04149149141706592,0.08298298283413184,0.12447447425119776,,,,field_lodo,no pit call from wear
2026,Silverstone,R,BEA,87,Haas F1 Team,1.0,MEDIUM,27,2.0,29.0,2.0,29.0,0.07613062536064454,0.6257266201412092,0.03710499921158832,0.00635032278103423,0.2156912305198652,0.1293023744925565,0.029513260043669456,-0.05317174913191196,0.38065312680322266,0.7613062536064453,1.141959380409668,13.1,,30.0,live_field_lodo,no pit call from wear
2026,Silverstone,R,BEA,87,Haas F1 Team,2.0,HARD,14,31.0,45.0,2.0,16.0,0.13929388856389618,-0.009626486297381252,0.05435131488989194,0.029754385502895726,0.3583728946858971,-0.2858605861882585,0.040089768034394443,0.4251544747521547,0.6964694428194809,1.3929388856389617,2.089408328458443,7.2,,46.0,live_field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,BEA,87,Haas F1 Team,3.0,SOFT,3,50.0,52.0,6.0,8.0,0.0,0.2072028946700047,-0.011434231363583942,-0.04136763028655765,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
2026,Silverstone,R,BOR,5,Audi,1.0,MEDIUM,24,2.0,26.0,2.0,26.0,0.058857737692901875,0.6257266201412092,0.03710499921158832,0.004445069907936902,0.16768307326283183,0.058090081638446436,0.03823683045458609,0.0007676560544554387,0.2942886884645094,0.5885773769290188,0.8828660653935281,17.0,,27.0,live_field_lodo,no pit call from wear
