session,driver_number,driver,lap_number,stint,compound,tyre_age,lap_time_s,fuel_est_kg,te_index,min_gap_s,traffic_flag,air_temp,track_temp,e_deploy_lap_mj,e_harvest_lap_mj,soc_min_lap_mj,n_empty_battery_clips,n_superclips,empty_clip_duration_s,superclip_duration_s,lift_coast_duration_s,fuel_in_stint_kg,is_representative
R,10,GAS,49.0,2.0,HARD,37.0,85.281,13.599999999999994,6.675823221634848,inf,0,25.2,36.5,7.317719218385745,4.036061735770115,0.04285895194003592,17,0,30.00000000000001,0.0,13.600000000000001,-64.8,1
R,10,GAS,50.0,2.0,HARD,38.0,84.927,11.799999999999997,6.695798917058491,inf,0,25.2,36.4,7.547296262624624,4.121193678300415,0.004576115187159382,15,0,29.600000000000012,0.0,13.4,-66.60000000000001,1
R,10,GAS,51.0,2.0,HARD,39.0,86.46,10.0,6.717804695023691,inf,1,25.3,35.9,7.408472743697295,3.9258649836172217,0.01800074115893238,15,1,30.799999999999986,1.3999999999999972,15.700000000000001,-68.4,1
R,10,GAS,52.0,2.0,HARD,40.0,86.527,8.200000000000003,6.739336627357174,inf,1,25.3,35.3,5.897609519207704,3.818123226038251,0.4025074195101792,13,1,25.700000000000017,1.2999999999999958,13.600000000000001,-70.2,1
R,10,GAS,53.0,2.0,HARD,41.0,84.79,6.3999999999999915,6.759255270663693,inf,0,25.3,35.0,7.256749567517693,4.067846838564137,0.005564166798812261,15,1,31.1,1.1,13.5,-72.0,1
R,10,GAS,54.0,2.0,HARD,42.0,84.52,4.599999999999994,6.777646593635117,inf,0,25.3,34.7,7.609897941322607,4.160158926745009,0.0118097872544864,16,0,26.79999999999998,0.0,13.4,-73.8,1
R,10,GAS,55.0,2.0,HARD,43.0,84.595,2.799999999999997,6.794586580876499,inf,0,25.2,34.6,7.658557255715617,4.246488913644825,0.023372576290139346,12,2,30.19999999999999,3.699999999999993,13.9,-75.60000000000001,1
R,10,GAS,56.0,2.0,HARD,44.0,84.486,1.0,6.813444599510896,inf,0,25.2,34.4,7.229375359162813,3.9515438583524456,0.004823098272395967,15,1,37.59999999999999,0.30000000000000016,12.5,-77.4,1
R,10,GAS,57.0,2.0,HARD,45.0,84.837,-0.7999999999999972,6.831953565565855,inf,0,25.1,34.5,7.3171968735184345,4.157746552616268,0.029400589120495885,13,1,26.000000000000004,6.6,12.8,-79.2,1
R,11,PER,1.0,1.0,MEDIUM,1.0,102.557,100.0,2.9444389791664403,inf,1,24.2,36.6,5.120740320859323,3.710443327090487,2.384458415530592,18,0,26.000000000000014,0.0,20.6,0.0,0
R,11,PER,2.0,1.0,MEDIUM,2.0,88.763,98.2,3.6635616461296463,inf,0,24.1,36.1,5.151100769518031,3.837518776168375,1.5533388415964058,16,0,27.899999999999995,0.0,15.600000000000001,-1.8,1
R,11,PER,3.0,1.0,MEDIUM,3.0,88.094,96.4,4.060443010546419,inf,0,24.1,36.1,5.652233202723582,4.140049553046159,1.522402656739995,15,2,28.70000000000001,1.400000000000003,15.4,-3.6,1
R,11,PER,4.0,1.0,MEDIUM,4.0,87.222,94.6,4.356708826689592,inf,0,24.1,36.1,5.993904962726154,3.531678591964083,0.7849667721041419,17,0,33.300000000000004,0.0,14.100000000000001,-5.4,1
R,11,PER,5.0,1.0,MEDIUM,5.0,88.025,92.8,4.574710978503383,inf,0,24.2,35.1,5.9630536089009745,3.4897216446169947,0.6939679100392352,17,1,26.700000000000014,5.699999999999999,12.5,-7.2,1
R,11,PER,6.0,1.0,MEDIUM,6.0,87.595,91.0,4.7535901911063645,inf,0,24.2,35.3,5.3214492308946895,3.638461455138404,1.7644722215567359,14,0,25.000000000000032,0.0,11.5,-9.0,1
R,11,PER,7.0,1.0,MEDIUM,7.0,87.625,89.2,4.912654885736052,inf,0,24.3,35.8,6.567481422012964,3.2997881718918207,0.3090775198130285,14,1,34.79999999999999,0.6,13.4,-10.8,1
R,11,PER,8.0,1.0,MEDIUM,8.0,87.184,87.4,5.049856007249537,inf,0,24.5,36.6,6.540374545720107,3.3148760375029376,0.08787533349249396,17,0,34.300000000000026,0.0,11.5,-12.6,1
