year,event,session,driver,driver_number,team,stint,compound,n_laps,stint_start_lap,stint_end_lap,tyre_age_start,tyre_age_end,pred_wear_s_per_lap,practice_wear_s_per_lap,loeo_wear_s_per_lap,field_wear_s_per_lap,live_wear_s_per_lap,actual_wear_s_per_lap,actual_wear_full_s_per_lap,wear_error,pred_plus_5_s,pred_plus_10_s,pred_plus_15_s,cliff_tyre_lap,recommended_pit_lap,actual_pit_lap,prior_source,notes
2025,Bahrain,R,NOR,4,McLaren,2.0,MEDIUM,20,12.0,31.0,2.0,21.0,0.05547907097348254,0.0033381819597486278,0.01277837057141363,0.0715016539432146,0.02343390503401841,0.04938462923667316,0.06902991126016428,0.006094441736809383,0.27739535486741274,0.5547907097348255,0.8321860646022381,18.0,,32.0,live_field_lodo,no pit call from wear
2025,Bahrain,R,NOR,4,McLaren,3.0,MEDIUM,22,36.0,57.0,4.0,25.0,0.047667769295476406,0.0033381819597486278,0.01277837057141363,0.0715016539432146,-0.012064937099675826,0.14393209215882996,0.12357519131683206,-0.09626432286335355,0.23833884647738202,0.47667769295476403,0.715016539432146,21.0,,,live_field_lodo,no pit call from wear
2025,Bahrain,R,OCO,31,Haas F1 Team,1.0,SOFT,6,2.0,7.0,2.0,7.0,0.05514820470446074,-0.00029167238427515985,-0.017255708574231855,0.05514820470446074,,,,,0.2757410235223037,0.5514820470446073,0.8272230705669111,18.1,,8.0,field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,OCO,31,Haas F1 Team,2.0,MEDIUM,17,10.0,26.0,2.0,18.0,0.10621986550609837,0.0033381819597486278,0.01277837057141363,0.071253008830528,0.1761535788572391,0.20819972899846603,0.15222300290798962,-0.10197986349236766,0.5310993275304918,1.0621986550609837,1.5932979825914755,9.4,,27.0,live_field_lodo,no pit call from wear
2025,Bahrain,R,OCO,31,Haas F1 Team,3.0,HARD,25,29.0,57.0,2.0,30.0,0.08644757374384691,-0.0009179756532241379,0.02266767727297571,0.08431305552615843,0.09071661017922385,0.13438017499008326,0.10852364803016355,-0.04793260124623634,0.4322378687192346,0.8644757374384692,1.2967136061577038,11.6,,,live_field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,PIA,81,McLaren,1.0,SOFT,12,2.0,13.0,5.0,16.0,0.09953622562515616,-0.00029167238427515985,-0.017255708574231855,0.04958989208379767,0.19942889270787315,0.13895825031853637,0.1625343313412576,-0.039422024693380214,0.4976811281257808,0.9953622562515616,1.4930433843773423,10.0,,14.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,PIA,81,McLaren,2.0,MEDIUM,16,16.0,31.0,2.0,17.0,0.048373179590721696,0.0033381819597486278,0.01277837057141363,0.07255976938608254,-0.026425074341992948,0.055452288285010067,0.040770215876034396,-0.0070791086942883705,0.24186589795360847,0.48373179590721693,0.7255976938608254,20.7,,32.0,live_field_lodo,no pit call from wear
2025,Bahrain,R,PIA,81,McLaren,3.0,MEDIUM,22,36.0,57.0,4.0,25.0,0.12547725815033617,0.0033381819597486278,0.01277837057141363,0.07255976938608254,0.2313122356788434,0.07261316273329972,0.07189572442369051,0.05286409541703645,0.6273862907516808,1.2547725815033617,1.8821588722550424,8.0,,,live_field_lodo,no pit call from wear
2025,Bahrain,R,RUS,63,Mercedes,1.0,SOFT,11,2.0,12.0,5.0,15.0,0.048563917472901015,-0.00029167238427515985,-0.017255708574231855,0.048563917472901015,,0.16137002295152045,0.16137002295152045,-0.11280610547861944,0.24281958736450507,0.48563917472901014,0.7284587620935152,20.6,,13.0,field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,RUS,63,Mercedes,2.0,MEDIUM,17,15.0,31.0,2.0,18.0,0.058372595929929674,0.0033381819597486278,0.01277837057141363,0.07396126509509977,0.027195257599589455,0.04945037523933495,0.03652876771632419,0.008922220690594722,0.29186297964964836,0.5837259592992967,0.8755889389489451,17.1,,32.0,live_field_lodo,no pit call from wear
2025,Bahrain,R,RUS,63,Mercedes,3.0,SOFT,2,36.0,37.0,7.0,8.0,0.048563917472901015,-0.00029167238427515985,-0.017255708574231855,0.048563917472901015,,,,,0.24281958736450507,0.48563917472901014,0.7284587620935152,20.6,,,field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,SAI,55,Williams,1.0,SOFT,12,2.0,13.0,5.0,16.0,0.14994209366509628,-0.00029167238427515985,-0.017255708574231855,0.046229824871767945,0.357366631251753,0.0963089237938245,0.26060346021672653,0.053633169871271785,0.7497104683254814,1.4994209366509628,2.249131404976444,6.7,,14.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,SAI,55,Williams,2.0,MEDIUM,16,16.0,31.0,2.0,17.0,0.1306674664345293,0.0033381819597486278,0.01277837057141363,0.0701557883213787,0.2516908226608306,0.16906729278363314,0.195701792604101,-0.03839982634910383,0.6533373321726466,1.3066746643452931,1.9600119965179397,7.7,,32.0,live_field_lodo,no pit call from wear
2025,Bahrain,R,SAI,55,Williams,3.0,HARD,8,36.0,43.0,4.0,11.0,0.0850299397777072,-0.0009179756532241379,0.02266767727297571,0.0850299397777072,,0.22013608820613123,0.22013608820613123,-0.13510614842842403,0.42514969888853604,0.8502993977770721,1.275449096665608,11.8,,,field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,STR,18,Aston Martin,1.0,SOFT,10,2.0,11.0,2.0,11.0,0.05380033283587878,-0.00029167238427515985,-0.017255708574231855,0.05380033283587878,,0.1284433811516483,0.1284433811516483,-0.07464304831576951,0.2690016641793939,0.5380033283587878,0.8070049925381817,18.6,,12.0,field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,STR,18,Aston Martin,2.0,MEDIUM,18,14.0,31.0,2.0,19.0,0.06954150366346712,0.0033381819597486278,0.01277837057141363,0.07215864981328701,0.06430721136382732,0.1526522507912982,0.08212754885416786,-0.08311074712783109,0.3477075183173356,0.6954150366346712,1.043122554952007,14.4,,32.0,live_field_lodo,no pit call from wear
2025,Bahrain,R,STR,18,Aston Martin,3.0,HARD,22,36.0,57.0,4.0,25.0,0.08539019445900227,-0.0009179756532241379,0.02266767727297571,0.08507702361828363,0.08601653614043953,0.11780516967712684,0.08446538253170498,-0.03241497521812457,0.42695097229501133,0.8539019445900227,1.280852916885034,11.7,,,live_field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,TSU,22,Red Bull Racing,1.0,SOFT,9,2.0,10.0,5.0,13.0,0.05090950992280095,-0.00029167238427515985,-0.017255708574231855,0.05090950992280095,,0.23408916519490267,0.23408916519490267,-0.18317965527210173,0.2545475496140048,0.5090950992280096,0.7636426488420143,19.6,,11.0,field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,TSU,22,Red Bull Racing,2.0,MEDIUM,19,13.0,31.0,2.0,20.0,0.10703853031681881,0.0033381819597486278,0.01277837057141363,0.06780050280564193,0.18551458533917262,0.21332541740426675,0.1561011497731181,-0.10628688708744793,0.5351926515840941,1.0703853031681883,1.6055779547522822,9.3,,32.0,live_field_lodo,no pit call from wear
2025,Bahrain,R,TSU,22,Red Bull Racing,3.0,SOFT,22,36.0,57.0,7.0,28.0,0.033939673281867304,-0.00029167238427515985,-0.017255708574231855,0.05090950992280095,-0.019116125646619138,0.16337360083120997,0.11433487347905183,-0.12943392754934266,0.16969836640933653,0.33939673281867305,0.5090950992280096,29.5,,,live_field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,VER,1,Red Bull Racing,1.0,SOFT,8,2.0,9.0,5.0,12.0,0.049855038533736136,-0.00029167238427515985,-0.017255708574231855,0.049855038533736136,,0.21349797811556423,0.21349797811556423,-0.1636429395818281,0.24927519266868067,0.49855038533736135,0.747825578006042,20.1,,10.0,field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,VER,1,Red Bull Racing,2.0,HARD,14,12.0,25.0,2.0,15.0,0.11115184052452436,-0.0009179756532241379,0.02266767727297571,0.08691996677296297,0.1596155880276471,-0.12188205060797995,0.17532511524719285,0.2330338911325043,0.5557592026226218,1.1115184052452436,1.6672776078678653,9.0,,26.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Bahrain,R,VER,1,Red Bull Racing,3.0,MEDIUM,26,28.0,57.0,2.0,31.0,0.07151316750985515,0.0033381819597486278,0.01277837057141363,0.07144895449930264,0.07164159353096014,0.14160153158230712,0.11803966112695424,-0.07008836407245198,0.35756583754927573,0.7151316750985515,1.072697512647827,14.0,,,live_field_lodo,no pit call from wear
2025,Imola,R,ALB,23,Williams,1.0,MEDIUM,27,2.0,28.0,2.0,28.0,0.028708186730582605,-0.004332337950776957,0.02263730778902443,0.026787387669722086,0.03254978485230364,0.058769247050507595,0.06408902386019805,-0.03006106031992499,0.14354093365291304,0.2870818673058261,0.43062280095873906,34.8,,29.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,ALB,23,Williams,2.0,HARD,13,32.0,44.0,3.0,15.0,0.052979438266571685,-0.008592678331448816,0.01746078601427348,0.05281272832150856,0.05331285815669792,-0.1438167586069742,0.03659784463409126,0.19679619687354588,0.26489719133285844,0.5297943826657169,0.7946915739985753,18.9,,45.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,ALB,23,Williams,3.0,HARD,10,54.0,63.0,7.0,16.0,0.05281272832150856,-0.008592678331448816,0.01746078601427348,0.05281272832150856,,0.07964957142643725,0.07964957142643725,-0.02683684310492869,0.2640636416075428,0.5281272832150856,0.7921909248226284,18.9,,,field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,ALO,14,Aston Martin,1.0,MEDIUM,10,2.0,11.0,5.0,14.0,0.02795151755534082,-0.004332337950776957,0.02263730778902443,0.02795151755534082,,0.14306444079027242,0.14306444079027242,-0.1151129232349316,0.1397575877767041,0.2795151755534082,0.4192727633301123,35.8,,12.0,field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,ALO,14,Aston Martin,2.0,HARD,27,14.0,44.0,3.0,33.0,0.051712350746539,-0.008592678331448816,0.01746078601427348,0.05213155520062395,0.0508739418383691,0.06798722018065677,0.06999316383140211,-0.016274869434117767,0.258561753732695,0.51712350746539,0.775685261198085,19.3,,45.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,ALO,14,Aston Martin,3.0,MEDIUM,10,54.0,63.0,12.0,21.0,0.02795151755534082,-0.004332337950776957,0.02263730778902443,0.02795151755534082,,-0.054407355353443286,-0.054407355353443286,0.0823588729087841,0.1397575877767041,0.2795151755534082,0.4192727633301123,35.8,,,field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,ANT,12,Mercedes,1.0,HARD,27,2.0,28.0,2.0,28.0,0.04538444534192197,-0.008592678331448816,0.01746078601427348,0.05137500901853717,0.03340331798869155,0.046100851203210495,0.07951834765660733,-0.000716405861288523,0.22692222670960988,0.45384445341921975,0.6807666801288296,22.0,,29.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,ANT,12,Mercedes,2.0,MEDIUM,13,32.0,44.0,3.0,15.0,0.03713916532603238,-0.004332337950776957,0.02263730778902443,0.02822712757968332,0.05496324081873049,0.004068190932787009,0.003735932412103941,0.03307097439324538,0.18569582663016193,0.37139165326032386,0.5570874798904858,26.9,,,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,BEA,87,Haas F1 Team,1.0,HARD,26,2.0,27.0,2.0,27.0,0.03318906697157437,-0.008592678331448816,0.01746078601427348,0.049783600457361556,-0.02305529246649479,0.06791497854602126,0.05836126087490947,-0.034725911574446884,0.16594533485787186,0.3318906697157437,0.4978360045736156,30.1,,28.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,BEA,87,Haas F1 Team,3.0,HARD,22,33.0,63.0,2.0,32.0,0.03318906697157437,-0.008592678331448816,0.01746078601427348,0.049783600457361556,-0.019804273040002155,0.06645752372410044,0.0751431564626216,-0.033268456752526064,0.16594533485787186,0.3318906697157437,0.4978360045736156,30.1,,,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,BOR,5,Kick Sauber,1.0,MEDIUM,10,2.0,11.0,2.0,11.0,0.028891266418214625,-0.004332337950776957,0.02263730778902443,0.028891266418214625,,0.15318978664560018,0.15318978664560018,-0.12429852022738555,0.14445633209107311,0.28891266418214623,0.4333689962732194,34.6,,12.0,field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,BOR,5,Kick Sauber,2.0,HARD,14,14.0,27.0,2.0,15.0,0.06010067810207989,-0.008592678331448816,0.01746078601427348,0.05337128804542293,0.0735594582153938,0.20731454334965435,0.08313167197448651,-0.14721386524757446,0.3005033905103994,0.6010067810207989,0.9015101715311984,16.6,,28.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,BOR,5,Kick Sauber,3.0,HARD,14,31.0,44.0,2.0,15.0,0.035580858696948624,-0.008592678331448816,0.01746078601427348,0.05337128804542293,-0.017349248458995492,0.03831388028666116,0.0391166626345795,-0.002733021589712538,0.17790429348474313,0.35580858696948625,0.5337128804542294,28.1,,45.0,live_field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,BOR,5,Kick Sauber,4.0,MEDIUM,10,54.0,63.0,20.0,29.0,0.028891266418214625,-0.004332337950776957,0.02263730778902443,0.028891266418214625,,-0.11728143611959878,-0.11728143611959878,0.1461727025378134,0.14445633209107311,0.28891266418214623,0.4333689962732194,34.6,,,field_lodo,practice slope negative; no pit call from wear
2025,Imola,R,COL,43,Alpine,1.0,MEDIUM,20,2.0,21.0,2.0,21.0,0.016966874311384193,-0.004332337950776957,0.02263730778902443,0.025450311467076284,-0.10730730443172048,0.12455606865936793,0.09134866340808333,-0.10758919434798374,0.08483437155692096,0.16966874311384192,0.25450311467076286,,,22.0,live_field_lodo,practice slope negative; no pit call from wear
