year,event,session,driver,driver_number,team,lap_number,stint,compound,tyre_life,fresh_tyre,lap_time_s,sector1_s,sector2_s,sector3_s,position,track_status,is_accurate,is_pit_lap,is_green,fuel_kg_burned,assumed_harvest_mj,air_temp_c,track_temp_c,rainfall,sess_FP1,sess_FP2,sess_FP3,sess_Q,sess_R,y_fuel_s,a_y_pred,residual_s
2025,Bahrain,FP1,NOR,4,McLaren,2.0,1.0,MEDIUM,2.0,True,95.674,30.195,41.604,23.875,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,95.674,99.4350175441972,-3.7610175441971876
2025,Bahrain,FP1,NOR,4,McLaren,4.0,1.0,MEDIUM,4.0,True,95.249,30.109,41.408,23.732,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,95.249,99.4350175441972,-4.186017544197199
2025,Bahrain,FP1,NOR,4,McLaren,7.0,2.0,MEDIUM,7.0,False,95.973,30.128,42.156,23.689,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,95.973,99.4350175441972,-3.462017544197195
2025,Bahrain,FP1,NOR,4,McLaren,9.0,2.0,MEDIUM,9.0,False,95.246,30.193,41.324,23.729,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,95.246,99.4350175441972,-4.189017544197199
2025,Bahrain,FP1,NOR,4,McLaren,12.0,3.0,SOFT,2.0,True,93.204,29.546,40.369,23.289,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,93.204,100.28339940174168,-7.079399401741682
2025,Bahrain,FP1,NOR,4,McLaren,13.0,3.0,SOFT,3.0,True,102.625,36.854,41.895,23.876,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,102.625,100.28339940174168,2.3416005982583243
2025,Bahrain,FP1,NOR,4,McLaren,14.0,3.0,SOFT,4.0,True,97.468,31.025,42.477,23.966,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.468,100.28339940174168,-2.815399401741672
2025,Bahrain,FP1,NOR,4,McLaren,15.0,3.0,SOFT,5.0,True,98.327,31.318,42.911,24.098,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.327,100.28339940174168,-1.9563994017416775
2025,Bahrain,FP1,NOR,4,McLaren,16.0,3.0,SOFT,6.0,True,97.527,30.753,42.61,24.164,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.527,100.28339940174168,-2.7563994017416746
2025,Bahrain,FP1,NOR,4,McLaren,17.0,3.0,SOFT,7.0,True,98.54,31.296,43.267,23.977,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.54,100.28339940174168,-1.7433994017416694
2025,Bahrain,FP1,NOR,4,McLaren,18.0,3.0,SOFT,8.0,True,97.534,31.052,42.378,24.104,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.534,100.28339940174168,-2.7493994017416696
2025,Bahrain,FP1,NOR,4,McLaren,19.0,3.0,SOFT,9.0,True,98.398,31.397,42.838,24.163,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.398,100.28339940174168,-1.8853994017416795
2025,Bahrain,FP1,NOR,4,McLaren,20.0,3.0,SOFT,10.0,True,98.179,31.334,42.65,24.195,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.179,100.28339940174168,-2.1043994017416736
2025,Bahrain,FP1,NOR,4,McLaren,21.0,3.0,SOFT,11.0,True,98.484,31.23,42.968,24.286,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.484,100.28339940174168,-1.799399401741681
2025,Bahrain,FP1,BOR,5,Kick Sauber,2.0,1.0,HARD,2.0,True,99.406,31.014,43.444,24.948,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,99.406,99.85033630371194,-0.44433630371193544
2025,Bahrain,FP1,BOR,5,Kick Sauber,4.0,1.0,HARD,4.0,True,97.816,30.797,42.869,24.15,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.816,99.85033630371194,-2.034336303711939
2025,Bahrain,FP1,BOR,5,Kick Sauber,6.0,1.0,HARD,6.0,True,97.308,30.732,42.478,24.098,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.308,99.85033630371194,-2.5423363037119344
2025,Bahrain,FP1,BOR,5,Kick Sauber,10.0,2.0,SOFT,2.0,True,94.628,29.65,41.136,23.842,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,94.628,100.28339940174168,-5.6553994017416755
2025,Bahrain,FP1,BOR,5,Kick Sauber,13.0,3.0,SOFT,5.0,False,95.365,30.081,41.506,23.778,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,95.365,100.28339940174168,-4.918399401741681
2025,Bahrain,FP1,BOR,5,Kick Sauber,16.0,4.0,SOFT,8.0,False,100.351,31.72,44.028,24.603,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.351,100.28339940174168,0.06760059825832343
2025,Bahrain,FP1,BOR,5,Kick Sauber,17.0,4.0,SOFT,9.0,False,100.399,31.853,43.855,24.691,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.399,100.28339940174168,0.11560059825832525
2025,Bahrain,FP1,BOR,5,Kick Sauber,18.0,4.0,SOFT,10.0,False,101.369,32.045,44.126,25.198,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,101.369,100.28339940174168,1.0856005982583241
2025,Bahrain,FP1,BOR,5,Kick Sauber,19.0,4.0,SOFT,11.0,False,101.71,31.986,44.607,25.117,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,101.71,100.28339940174168,1.426600598258318
2025,Bahrain,FP1,BOR,5,Kick Sauber,20.0,4.0,SOFT,12.0,False,102.4,32.415,44.75,25.235,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,102.4,100.28339940174168,2.11660059825833
2025,Bahrain,FP1,BOR,5,Kick Sauber,21.0,4.0,SOFT,13.0,False,102.975,32.467,45.296,25.212,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,102.975,100.28339940174168,2.6916005982583187
2025,Bahrain,FP1,HAD,6,Racing Bulls,2.0,1.0,HARD,2.0,True,97.771,30.65,42.573,24.548,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.771,99.85033630371194,-2.0793363037119406
2025,Bahrain,FP1,HAD,6,Racing Bulls,8.0,3.0,HARD,8.0,False,98.077,30.459,41.821,25.797,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.077,99.85033630371194,-1.7733363037119432
2025,Bahrain,FP1,HAD,6,Racing Bulls,11.0,4.0,SOFT,2.0,True,94.667,29.928,41.298,23.441,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,94.667,100.28339940174168,-5.616399401741674
2025,Bahrain,FP1,HAD,6,Racing Bulls,14.0,5.0,SOFT,5.0,False,94.87,30.146,40.974,23.75,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,94.87,100.28339940174168,-5.413399401741671
2025,Bahrain,FP1,HAD,6,Racing Bulls,18.0,7.0,HARD,12.0,False,100.771,32.021,43.865,24.885,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.771,99.85033630371194,0.9206636962880594
2025,Bahrain,FP1,HAD,6,Racing Bulls,19.0,7.0,HARD,13.0,False,100.964,31.805,44.309,24.85,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.964,99.85033630371194,1.1136636962880573
2025,Bahrain,FP1,HAD,6,Racing Bulls,20.0,7.0,HARD,14.0,False,100.925,31.657,44.318,24.95,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.925,99.85033630371194,1.0746636962880558
2025,Bahrain,FP1,DOO,7,Alpine,2.0,1.0,HARD,2.0,True,99.696,30.658,44.146,24.892,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,99.696,99.85033630371194,-0.1543363037119434
2025,Bahrain,FP1,DOO,7,Alpine,4.0,1.0,HARD,4.0,True,97.587,30.938,42.287,24.362,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.587,99.85033630371194,-2.263336303711938
2025,Bahrain,FP1,DOO,7,Alpine,12.0,4.0,SOFT,2.0,True,94.396,29.8,41.025,23.571,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,94.396,100.28339940174168,-5.887399401741675
2025,Bahrain,FP1,DOO,7,Alpine,15.0,5.0,SOFT,5.0,False,94.669,30.126,41.018,23.525,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,94.669,100.28339940174168,-5.614399401741679
2025,Bahrain,FP1,DOO,7,Alpine,18.0,6.0,HARD,12.0,False,101.33,32.215,44.057,25.058,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,101.33,99.85033630371194,1.479663696288057
2025,Bahrain,FP1,DOO,7,Alpine,19.0,6.0,HARD,13.0,False,100.973,32.164,44.008,24.801,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.973,99.85033630371194,1.1226636962880576
2025,Bahrain,FP1,DOO,7,Alpine,20.0,6.0,HARD,14.0,False,101.808,32.205,44.607,24.996,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,101.808,99.85033630371194,1.9576636962880656
2025,Bahrain,FP1,DOO,7,Alpine,21.0,6.0,HARD,15.0,False,101.68,32.256,44.544,24.88,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,101.68,99.85033630371194,1.8296636962880655
2025,Bahrain,FP1,GAS,10,Alpine,3.0,1.0,MEDIUM,3.0,True,96.601,30.433,41.96,24.208,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,96.601,99.4350175441972,-2.834017544197195
2025,Bahrain,FP1,GAS,10,Alpine,6.0,1.0,MEDIUM,6.0,True,96.178,30.414,41.749,24.015,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,96.178,99.4350175441972,-3.257017544197197
2025,Bahrain,FP1,GAS,10,Alpine,9.0,2.0,MEDIUM,9.0,False,95.624,30.191,41.339,24.094,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,95.624,99.4350175441972,-3.811017544197199
2025,Bahrain,FP1,GAS,10,Alpine,12.0,3.0,SOFT,2.0,True,93.442,29.535,40.512,23.395,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,93.442,100.28339940174168,-6.841399401741683
2025,Bahrain,FP1,GAS,10,Alpine,15.0,4.0,SOFT,5.0,False,93.864,29.726,40.569,23.569,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,93.864,100.28339940174168,-6.419399401741671
2025,Bahrain,FP1,GAS,10,Alpine,18.0,5.0,SOFT,8.0,False,99.922,31.87,43.397,24.655,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,99.922,100.28339940174168,-0.3613994017416786
2025,Bahrain,FP1,GAS,10,Alpine,19.0,5.0,SOFT,9.0,False,100.059,31.725,43.624,24.71,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.059,100.28339940174168,-0.22439940174167816
2025,Bahrain,FP1,GAS,10,Alpine,20.0,5.0,SOFT,10.0,False,100.579,31.885,43.73,24.964,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.579,100.28339940174168,0.29560059825831786
2025,Bahrain,FP1,GAS,10,Alpine,21.0,5.0,SOFT,11.0,False,100.619,31.941,43.716,24.962,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,100.619,100.28339940174168,0.3356005982583241
2025,Bahrain,FP1,ANT,12,Mercedes,2.0,1.0,HARD,2.0,True,98.051,30.198,42.863,24.99,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.051,99.85033630371194,-1.7993363037119394
2025,Bahrain,FP1,STR,18,Aston Martin,2.0,1.0,HARD,2.0,True,98.728,31.438,42.931,24.359,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,98.728,99.85033630371194,-1.122336303711947
2025,Bahrain,FP1,STR,18,Aston Martin,4.0,1.0,HARD,4.0,True,97.198,30.538,42.401,24.259,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.198,99.85033630371194,-2.652336303711948
2025,Bahrain,FP1,STR,18,Aston Martin,6.0,1.0,HARD,6.0,True,97.262,30.649,42.341,24.272,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,97.262,99.85033630371194,-2.588336303711941
2025,Bahrain,FP1,STR,18,Aston Martin,9.0,2.0,HARD,9.0,False,96.894,30.368,42.158,24.368,,1,True,False,True,0.0,8.5,35.15625,47.14874999999999,False,True,False,False,False,False,96.894,99.85033630371194,-2.956336303711936
